ARB, SE.PRM.TENR, 54.318508148193395
ARB, SE.PRM.TENR.FE, 42.8429183959961
ARB, SE.PRM.TENR.MA, 65.3471221923828
ARB, NY.ADJ.DCO2.GN.ZS, 0.616310218727803
ARB, NY.ADJ.DKAP.GN.ZS, 5.31936717049319
ARB, NY.ADJ.AEDU.GN.ZS, 3.6549895316282797
ARB, NY.ADJ.DNGY.GN.ZS, 6.19262722197482
ARB, NY.ADJ.DMIN.GN.ZS, 0.0950175645709248
ARB, NY.ADJ.DRES.GN.ZS, 7.0479108766122405
ARB, NY.ADJ.DFOR.GN.ZS, 0.294644707552524
ARB, SP.ADO.TFRT, 124.403390482187
ARB, SP.POP.DPND, 93.70841598892392
ARB, SP.POP.DPND.OL, 7.12290325665323
ARB, SP.POP.DPND.YG, 86.25365188638729
ARB, AG.LND.AGRI.ZS, 31.204347670671
ARB, AG.LND.AGRI.K2, 4251290
ARB, AG.AGR.TRAC.NO, 130247
ARB, AG.LND.TRAC.ZS, 27.311176347242604
ARB, NV.AGR.TOTL.KD.ZG, 6.07012041246529
ARB, NV.AGR.TOTL.KD, 21344773653.3663
ARB, NV.AGR.TOTL.CD, 4842435314.00388
ARB, IS.AIR.GOOD.MT.K1, 199.30000616590002
ARB, IS.AIR.PSGR, 4209300
ARB, IS.AIR.DPRT, 145300
ARB, AG.LND.ARBL.ZS, 3.50527681565023
ARB, AG.LND.ARBL.HA.PC, 0.390666098733113
ARB, MS.MIL.XPRT.KD, 51000000
ARB, MS.MIL.MPRT.KD, 4306000000
ARB, SP.DYN.CBRT.IN, 44.1752044869691
ARB, AG.PRD.CREL.MT, 21442559
ARB, AG.YLD.CREL.KG, 1001.9303347376
ARB, EN.ATM.CO2E.KT, 220575.39907832802
ARB, EN.ATM.CO2E.PC, 1.8082706726493099
ARB, EN.ATM.CO2E.GF.ZS, 4.02369620927214
ARB, EN.ATM.CO2E.LF.ZS, 38.2733717176424
ARB, EN.ATM.CO2E.LF.KT, 83857.649885772
ARB, EN.ATM.CO2E.SF.ZS, 1.73727826405298
ARB, NY.GDP.COAL.RT.ZS, 0
ARB, AG.PRD.CROP.XD, 32.8407349917643
ARB, SP.DYN.CDRT.IN, 15.2420583423264
ARB, SE.PRM.ENRL, 14686948
ARB, SE.SEC.ENRL, 4794429.5
ARB, SE.SEC.ENRL.GC, 4309297.5
ARB, SE.SEC.ENRL.VO, 485131.9375
ARB, NE.EXP.GNFS.ZS, 37.9338189922982
ARB, NE.RSB.GNFS.ZS, 15.6966399711952
ARB, SP.DYN.TFRT.IN, 6.7944514130417595
ARB, IT.MLT.MAIN, 895016
ARB, IT.MLT.MAIN.P2, 0.786554444549444
ARB, AG.PRD.FOOD.XD, 29.106417610239898
ARB, BX.KLT.DINV.WD.GD.ZS, 0.5663515218719051
ARB, BX.KLT.DINV.CD.WD, 155910000
ARB, NY.GDP.FRST.RT.ZS, 0.39653871239591704
ARB, NY.GDP.MKTP.CD, 31013667315.4467
ARB, NY.GDP.PCAP.CD, 254.24913790095798
ARB, NE.CON.GOVT.ZS, 16.9090031750407
ARB, NE.CON.GOVT.CD, 6783747904.99413
ARB, NY.GNP.MKTP.CD, 31459282724.429
ARB, NY.GNP.PCAP.CD, 282.439403008704
ARB, NY.GNP.ATLS.CD, 34452355488.8023
ARB, SE.PRE.ENRR, 9.61250972747803
ARB, SE.PRE.ENRR.FE, 7.79072999954224
ARB, SE.PRE.ENRR.MA, 11.365460395813
ARB, SE.ENR.PRSC.FM.ZS, 0.619930028915405
ARB, SE.PRM.ENRR, 66.0222396850585
ARB, SE.PRM.ENRR.FE, 51.674808502197294
ARB, SE.ENR.PRIM.FM.ZS, 0.647469997406006
ARB, SE.PRM.ENRR.MA, 79.8108291625977
ARB, SE.SEC.ENRR, 25.1515102386475
ARB, SE.SEC.ENRR.FE, 17.5299892425537
ARB, SE.ENR.SECO.FM.ZS, 0.540000021457672
ARB, SE.SEC.ENRR.MA, 32.4630813598633
ARB, SE.TER.ENRR, 5.8338298797607395
ARB, SE.TER.ENRR.FE, 4.16129016876221
ARB, SE.ENR.TERT.FM.ZS, 0.5593600273132321
ARB, SE.TER.ENRR.MA, 7.43940019607544
ARB, NE.DAB.TOTL.CD, 29963544534.4077
ARB, SH.MED.BEDS.ZS, 1.92100737263455
ARB, NE.IMP.GNFS.ZS, 22.237179021103
ARB, NY.GDP.DEFL.KD.ZG, 3.23596567499563
ARB, SM.POP.TOTL.ZS, 2.7498191214289904
ARB, SM.POP.TOTL, 4012340
ARB, AG.LND.TOTL.K2, 13624031
ARB, AG.LND.CREL.HA, 21401250
ARB, SP.DYN.LE00.FE.IN, 53.68307643078171
ARB, SP.DYN.LE00.MA.IN, 51.3136527030859
ARB, SP.DYN.LE00.IN, 52.469320046114795
ARB, AG.PRD.LVSK.XD, 26.3438605260507
